vehicle_type,weight,max_load_capacity,passenger_count,cargo_weight,road_condition,weather,region,overloaded
heavy vehicle,7633.236231552803,15113.07951537336,1,17293.244595174223,good,foggy,mountainous,Overloaded
heavy vehicle,5689.548911068977,17910.672703532044,2,9613.103167887486,excellent,clear,rural,Not Overloaded
2-wheeler,108.39873266353804,248.038947787113,2,139.49847739683577,very poor,clear,mountainous,Overloaded
heavy vehicle,5030.83032202159,18020.900183365397,1,20485.845832087303,average,windy,urban,Overloaded
heavy vehicle,5348.965000516224,19803.341388100096,2,10102.856201691573,excellent,windy,coastal,Not Overloaded
4-wheeler 5-seater,901.8977972754082,497.62272818662836,1,551.1900645663784,average,extreme,mountainous,Overloaded
heavy vehicle,5624.155641193845,15241.546372460343,1,8086.624537152583,excellent,clear,suburban,Not Overloaded
2-wheeler,188.0122962337686,182.32531918405914,1,158.1871715991259,average,rainy,urban,Overloaded
heavy vehicle,6124.037073749685,17120.001677061307,2,9940.610762655926,good,clear,highway,Not Overloaded
heavy vehicle,5007.772713385307,18209.32337199556,1,9664.726993138114,excellent,foggy,highway,Not Overloaded
4-wheeler 5-seater,1471.6157872933934,411.35954159987534,5,84.28363808372028,excellent,snowy,highway,Overloaded
4-wheeler 5-seater,1168.3289931192758,409.29749778733895,4,168.28940749728642,excellent,snowy,highway,Overloaded
2-wheeler,196.6820163374356,174.038692318313,1,141.00290401639657,good,clear,mountainous,Overloaded
heavy vehicle,5254.6955024616045,18344.621133633307,2,9763.328115104701,good,clear,rural,Not Overloaded
heavy vehicle,5244.762854528237,19700.78650892696,1,10332.35906118919,excellent,rainy,rural,Not Overloaded
delivery vehicle,2510.971926537286,3297.5259167424124,3,4619.454876521447,good,snowy,highway,Overloaded
heavy vehicle,6376.338823036476,16919.15109847726,1,18791.402796580558,average,clear,suburban,Overloaded
heavy vehicle,6538.381920784609,18493.335342167913,2,9285.34605489717,good,windy,highway,Not Overloaded
delivery vehicle,3080.1055207887684,2506.9400966038133,1,3235.6648285096035,excellent,windy,urban,Overloaded
heavy vehicle,6021.863666086748,17487.35569258118,2,9301.713400525337,excellent,clear,rural,Not Overloaded
heavy vehicle,5208.36913707875,15822.351382274204,1,7950.198185669413,good,clear,urban,Not Overloaded
heavy vehicle,5674.181718255659,13993.672012906682,1,7518.815091101709,excellent,clear,suburban,Not Overloaded
2-wheeler,161.6264547602095,166.9584538543844,2,30.61461017450317,very poor,foggy,rural,Overloaded
heavy vehicle,5446.327455257946,15071.876284409067,1,7509.425215526959,excellent,clear,rural,Not Overloaded
heavy vehicle,5172.402574708029,17597.81834125569,2,9366.815560639421,good,clear,rural,Not Overloaded
heavy vehicle,5371.4265253780195,19276.6037908312,1,9945.818755544271,excellent,rainy,highway,Not Overloaded
heavy vehicle,5907.566543578211,19642.17963604354,1,10752.882819830931,excellent,clear,suburban,Not Overloaded
heavy vehicle,5719.138456567391,17657.108577788727,2,9196.154694164694,excellent,windy,highway,Not Overloaded
heavy vehicle,5340.776363750953,15936.734768520693,2,8276.978599527647,good,clear,suburban,Not Overloaded
delivery vehicle,3922.496519346212,3204.7930003433535,1,4265.2292508916125,poor,rainy,desert,Overloaded
heavy vehicle,8238.690680271751,17717.539674924687,2,24703.49621751636,poor,extreme,urban,Overloaded
delivery vehicle,2703.204890206528,3754.8786336042426,1,4183.610844036217,average,extreme,suburban,Overloaded
heavy vehicle,5212.579617318191,18376.199452912522,2,9559.457744014662,average,clear,highway,Not Overloaded
4-wheeler 7-seater,2118.4980008360794,749.1660196626847,3,758.6593501729999,good,foggy,urban,Overloaded
heavy vehicle,5110.31082337334,14707.98368554661,2,7558.361538576172,excellent,clear,rural,Not Overloaded
heavy vehicle,7177.656056614996,19098.215573278736,2,10222.192609611784,excellent,clear,urban,Not Overloaded
heavy vehicle,6825.041885305016,12335.45923040244,1,15771.859703916156,poor,snowy,desert,Overloaded
delivery vehicle,4243.558877888236,2982.3529396376966,3,3803.315031921638,excellent,clear,highway,Overloaded
2-wheeler,141.0202987720348,196.5229143447312,2,62.554570718024976,good,windy,desert,Overloaded
heavy vehicle,6206.69333311762,17920.4454636146,2,9866.855516366304,excellent,windy,highway,Not Overloaded
2-wheeler,136.7769291629366,152.32859395297547,1,106.74860454082602,average,snowy,highway,Overloaded
2-wheeler,142.67086814531626,194.548844831747,1,177.57144312572734,very poor,windy,mountainous,Overloaded
heavy vehicle,7634.464920814724,16381.941566963911,2,8564.98568446122,excellent,clear,highway,Not Overloaded
heavy vehicle,5709.262905944412,19714.32448790136,1,10037.485535512711,poor,clear,highway,Not Overloaded
heavy vehicle,6093.308804654853,19801.48636115074,2,10831.250838482882,average,clear,suburban,Not Overloaded
heavy vehicle,5318.3700230525765,16400.957395346006,1,8564.51545521946,excellent,clear,coastal,Not Overloaded
4-wheeler 7-seater,2442.324511247588,659.9993430979198,3,561.2776174190993,average,snowy,desert,Overloaded
4-wheeler 7-seater,2397.3603530017745,662.354537214163,4,513.1351387517286,good,rainy,desert,Overloaded
delivery vehicle,4571.710267655499,4637.09491741266,1,6696.716805189589,good,foggy,suburban,Overloaded
delivery vehicle,3293.078128827956,2296.4436885118967,3,2472.5840571621525,average,extreme,mountainous,Overloaded
heavy vehicle,5268.608559031273,13481.085725927453,1,7725.058061790191,excellent,clear,highway,Not Overloaded
heavy vehicle,5358.812130501287,15395.030527221094,2,8539.765899145863,excellent,clear,rural,Not Overloaded
heavy vehicle,5172.75324220332,18365.893188760183,2,9130.380558354344,poor,clear,urban,Not Overloaded
heavy vehicle,5173.284909125532,19849.495315957975,2,9922.657854182578,average,clear,coastal,Not Overloaded
heavy vehicle,6828.643964973912,18759.37819328363,1,10862.215921027298,excellent,clear,suburban,Not Overloaded
heavy vehicle,7002.347290450571,19316.186818980823,1,11185.584514929176,good,clear,highway,Not Overloaded
heavy vehicle,5422.819576758988,13143.04965549712,1,7207.363128582803,excellent,clear,suburban,Not Overloaded
heavy vehicle,5093.553865101507,19769.201803304146,1,10698.50892135712,excellent,rainy,highway,Not Overloaded
2-wheeler,163.51972349682868,224.46938696319182,1,180.09394705570648,very poor,windy,coastal,Overloaded
2-wheeler,137.5217664594586,209.22488408166834,1,202.0777336455546,very poor,snowy,rural,Overloaded
4-wheeler 7-seater,2213.472262456598,680.4560503306027,7,230.8022104457866,poor,extreme,highway,Overloaded
2-wheeler,109.73429589309485,247.03843629869826,2,154.89845901432088,very poor,clear,urban,Overloaded
heavy vehicle,5088.477712693046,15511.493167271441,2,8860.402864384832,excellent,clear,urban,Not Overloaded
4-wheeler 7-seater,2156.4687733561027,768.9613702957342,7,375.83191680636327,good,extreme,highway,Overloaded
heavy vehicle,5464.626223113171,8902.544795685624,1,10143.984340824427,excellent,clear,mountainous,Overloaded
heavy vehicle,5792.68862246593,18691.792830948616,2,10312.968849509529,good,clear,highway,Not Overloaded
4-wheeler 7-seater,2140.8097388472265,853.2533654839443,7,447.8201096627787,good,windy,suburban,Overloaded
2-wheeler,162.85284939021892,179.0749629039192,1,140.17915100994452,good,extreme,rural,Overloaded
heavy vehicle,5916.973322228066,19137.535367357596,2,9617.909797492128,good,windy,urban,Not Overloaded
heavy vehicle,5024.264262471229,16057.195896151561,2,8884.475097645261,excellent,clear,rural,Not Overloaded
4-wheeler 7-seater,1685.7915579835706,805.2567334507387,7,357.4131269726871,good,extreme,desert,Overloaded
heavy vehicle,6306.964450350487,18945.78650594476,2,9421.789192816512,excellent,windy,urban,Not Overloaded
heavy vehicle,5207.669542920477,17685.551881457504,1,8814.504598700605,good,foggy,highway,Not Overloaded
heavy vehicle,5781.445605080611,19658.425415551254,1,9957.32199314858,good,clear,suburban,Not Overloaded
4-wheeler 7-seater,2231.2718406494596,602.4787334441277,7,140.32788037343326,very poor,windy,highway,Overloaded
2-wheeler,149.50302259425777,176.97838150110434,2,48.53065439274684,poor,rainy,urban,Overloaded
heavy vehicle,6216.936679068136,19706.633816253325,2,11015.345864782295,good,clear,urban,Not Overloaded
2-wheeler,114.43688629220937,171.99368592342017,2,38.97176072055339,good,windy,suburban,Overloaded
2-wheeler,176.80890333376516,207.51417698420613,1,177.5515873577238,very poor,foggy,urban,Overloaded
2-wheeler,115.21629639324644,161.59291802186573,1,137.29588154531794,poor,foggy,coastal,Overloaded
2-wheeler,171.3943912663437,166.9060362922574,2,39.323584781742994,excellent,windy,suburban,Overloaded
heavy vehicle,6832.440164580685,17464.13183244805,2,9696.297183130613,excellent,clear,highway,Not Overloaded
heavy vehicle,5009.710712041942,17912.547975917892,2,10689.507481502153,excellent,clear,urban,Not Overloaded
heavy vehicle,5750.4756241116975,19242.286658414196,2,12839.297806292989,excellent,clear,highway,Not Overloaded
2-wheeler,127.89780972143146,175.66800765229368,2,41.96281592207626,poor,clear,suburban,Overloaded
heavy vehicle,6048.770672669432,19030.04623392591,2,9880.26056394009,excellent,rainy,suburban,Not Overloaded
heavy vehicle,6433.780604965133,19671.719603367514,1,11899.001374958398,excellent,clear,urban,Not Overloaded
heavy vehicle,6900.365329837994,17928.35139391902,1,9136.15069084802,excellent,clear,coastal,Not Overloaded
heavy vehicle,5389.486804537805,19613.271794777218,2,10328.907921446658,excellent,clear,rural,Not Overloaded
heavy vehicle,6356.004452465868,14049.477745928856,2,7238.002424903962,excellent,clear,highway,Not Overloaded
heavy vehicle,9284.463050827118,11843.269181644593,1,13355.595075202624,poor,clear,rural,Overloaded
heavy vehicle,5321.717021454956,18414.255021908524,1,11253.314661028231,excellent,clear,highway,Not Overloaded
heavy vehicle,6674.44552548863,17183.816106422368,1,23932.75487199222,good,rainy,urban,Overloaded
heavy vehicle,5026.749202220165,16134.405788867167,1,8369.73273512673,average,clear,highway,Not Overloaded
heavy vehicle,6504.092482259236,15636.004904933723,1,9008.493130909814,excellent,clear,highway,Not Overloaded
heavy vehicle,5134.542377207964,18494.804850467728,2,10214.911190860668,good,clear,urban,Not Overloaded
heavy vehicle,5487.40651376399,14835.82472046204,2,8143.266032141853,excellent,clear,suburban,Not Overloaded
heavy vehicle,5384.830639278144,15788.149356341695,2,8010.5693402960205,good,clear,coastal,Not Overloaded
heavy vehicle,6359.647012709187,16923.609951350678,1,8563.426707519464,excellent,clear,coastal,Not Overloaded
heavy vehicle,7679.3363352010665,14819.893373793071,1,20031.039393120158,average,foggy,urban,Overloaded
heavy vehicle,5856.077127038761,19604.648004779556,2,10539.986338504596,average,clear,rural,Not Overloaded
heavy vehicle,5073.011482850962,18440.236884102582,1,9867.792694848733,average,clear,suburban,Not Overloaded
heavy vehicle,5436.38999443197,19754.46336172163,1,12721.955029583847,excellent,clear,suburban,Not Overloaded
4-wheeler 7-seater,2230.650102346537,967.72201923221,2,1054.407890718331,poor,snowy,urban,Overloaded
heavy vehicle,8016.787856044614,19301.835206392534,2,10214.188895607693,excellent,clear,urban,Not Overloaded
delivery vehicle,2908.558557251718,4203.405106677543,3,4988.455962742273,average,windy,mountainous,Overloaded
heavy vehicle,5349.123733453251,16418.908682347686,2,8165.410415742577,excellent,windy,suburban,Not Overloaded
4-wheeler 5-seater,1118.6046551615734,578.2833074480778,1,604.0553333214633,excellent,rainy,highway,Overloaded
4-wheeler 7-seater,1533.9037125886737,855.9623987226132,2,893.3298834413105,poor,clear,desert,Overloaded
delivery vehicle,2725.3318895199873,3376.587047525666,1,3910.7406668494177,very poor,rainy,rural,Overloaded
heavy vehicle,10665.316796343712,18913.921515134014,1,27811.710085472147,good,snowy,highway,Overloaded
heavy vehicle,10304.930942698116,14210.210262605717,1,19477.92465659299,good,windy,rural,Overloaded
4-wheeler 7-seater,1960.2444688117544,952.3367003961126,3,880.6925301592803,very poor,extreme,urban,Overloaded
heavy vehicle,5619.837086208949,15742.015147486458,2,8697.14080546026,excellent,clear,suburban,Not Overloaded
4-wheeler 7-seater,2237.9182275651747,881.9146204077203,6,509.400327668898,very poor,windy,mountainous,Overloaded
heavy vehicle,9317.441454106583,16925.342227338657,1,20672.028326895525,excellent,snowy,desert,Overloaded
heavy vehicle,5182.644432835947,17467.99800161382,1,10738.940676003544,good,clear,suburban,Not Overloaded
heavy vehicle,5396.995458031054,15617.209969986958,1,8369.754921519869,excellent,windy,highway,Not Overloaded
heavy vehicle,5528.237219052751,19905.1425598801,1,12055.54516407965,excellent,clear,highway,Not Overloaded
heavy vehicle,5623.030661866809,19472.488713117426,2,9753.330578628762,excellent,rainy,urban,Not Overloaded
heavy vehicle,5668.821002790508,15638.765443986353,2,8409.99835594599,excellent,clear,rural,Not Overloaded
heavy vehicle,5202.030803594733,18427.926949276407,1,9432.637944269143,average,clear,desert,Not Overloaded
heavy vehicle,5081.013699969351,16031.691854470384,2,8222.688346988836,excellent,windy,urban,Not Overloaded
2-wheeler,174.08742277104892,159.78184715542307,2,28.652018151900936,very poor,foggy,desert,Overloaded
heavy vehicle,6749.309116253006,17841.040788631697,2,9024.607387629692,excellent,windy,highway,Not Overloaded
heavy vehicle,5665.71979041318,18439.022348020997,1,10601.907333007966,good,clear,urban,Not Overloaded
heavy vehicle,5084.592687447753,19428.661844022507,1,10182.251943210918,average,clear,desert,Not Overloaded
heavy vehicle,6059.701333619685,18477.77689869891,2,11332.850991146997,excellent,clear,urban,Not Overloaded
4-wheeler 7-seater,2285.1682674676617,832.2319905387346,5,668.3443440332792,good,clear,desert,Overloaded
heavy vehicle,7194.589914227148,16436.237972570227,1,9126.25066257784,excellent,clear,highway,Not Overloaded
heavy vehicle,5315.7073025214295,19622.57476284506,2,9931.536032785649,good,clear,suburban,Not Overloaded
4-wheeler 5-seater,1102.4846656910997,523.2181827715028,5,230.51386714481492,good,windy,coastal,Overloaded
heavy vehicle,5476.602766790876,17725.794613084676,2,9125.542627710483,good,windy,highway,Not Overloaded
heavy vehicle,5613.217646538739,18580.758816156344,2,9561.681967207856,excellent,clear,coastal,Not Overloaded
delivery vehicle,4764.974313652565,2926.6586109528557,2,4051.2964395699805,very poor,extreme,highway,Overloaded
heavy vehicle,6298.873482895687,19565.741020117188,2,10053.688115167255,average,clear,suburban,Not Overloaded
4-wheeler 7-seater,2164.7246078659286,955.6740943314319,7,677.5590504746649,excellent,snowy,suburban,Overloaded
heavy vehicle,5376.036667302333,18418.44424020866,1,26088.489859252702,average,snowy,desert,Overloaded
heavy vehicle,6444.161258163846,18783.806735979546,1,25236.564048660035,good,snowy,suburban,Overloaded
heavy vehicle,5183.534520540598,19028.086115913364,1,13047.693964183247,excellent,clear,highway,Not Overloaded
4-wheeler 7-seater,2179.0940242614797,733.1724192948,5,574.098750273181,excellent,extreme,urban,Overloaded
2-wheeler,183.56107266908074,169.7329779307127,1,111.97886807584446,average,snowy,suburban,Overloaded
2-wheeler,136.90110398791543,194.7614340659553,2,64.07271251979957,good,windy,urban,Overloaded
4-wheeler 7-seater,2354.0820913560656,934.8190631287716,1,1149.0326380973704,average,extreme,desert,Overloaded
4-wheeler 7-seater,2339.627526611501,632.2626427519737,1,723.3242381955896,average,clear,mountainous,Overloaded
heavy vehicle,6003.72100023585,16066.397905119531,2,8189.464356225888,excellent,clear,coastal,Not Overloaded
heavy vehicle,5220.790770326975,14692.529244695737,1,7841.731763883409,excellent,clear,highway,Not Overloaded
heavy vehicle,5452.2810308556745,19616.771760292664,1,12746.67827805656,good,clear,highway,Not Overloaded
2-wheeler,164.5227871451607,175.31734557390806,1,144.3149889120144,good,extreme,coastal,Overloaded
